IPAddress,startDate,endDate,Consent,MturkID,instrTime,Condition,Scenario,causeQuestion,time,Blame,Cause,mediateTime,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,conditionText,questionText
173.75.0.132,4/9/2014 15:47,4/9/2014 15:52,1,A3OCBPXIEIWOHV,4.46,1,2,0,64.592,5,7,7.858,Mike is a rotten friend and person and set a series of events into action that killed and injured innocent people.,36,2,5,,5,7,Mining Collapse Manipulation,Situ
50.157.100.206,4/9/2014 17:26,4/9/2014 17:29,1,A1L2N1X8U8Z3W7,2.772,1,2,0,43.024,3,7,50.256,Mike had a mine and wanted to put other mines out of business.  He bought out all the steel and forced Thad to use the unsafe materials because he wanted to put him out of business.,26,2,5,,4,4,Mining Collapse Manipulation,Situ
71.87.95.236,4/9/2014 18:44,4/9/2014 18:47,1,A9ML82UBUIZWK,3.394,1,2,0,50.849,1,7,5.927,A guy named Mike owned a mine  he had a plan to get bigger bussniess. He confused and forced another mine owner  Thad into buying bad braces  and his mine collapes.,33,2,5,,2,7,Mining Collapse Manipulation,Situ
107.139.25.117,4/9/2014 19:47,4/9/2014 19:51,1,A3RO17UKZ723P8,17.71,1,2,0,43.865,4,3,39.845,Mike wanted to destroy the other mining company,24,1,5,,5,8,Mining Collapse Manipulation,Situ
68.53.99.239,4/9/2014 19:57,4/9/2014 19:59,1,A2OLVF6P86QSQJ,0.896,1,2,0,42.048,1,7,5.198,Mike offered Thad bad braces under the guise of good advice. Mike then bought up all of the steel  forcing Thad to use the substandard braces and injuring his employees.,28,1,5,,6,4,Mining Collapse Manipulation,Situ
76.217.135.24,4/9/2014 19:55,4/9/2014 20:01,1,A1JE3G5ZXGCGTD,9.86,1,2,0,121.438,5,7,23.278,Mike tried to get Thad to use his crappy materials so his mine would collapse. When Thad decided to use real steel instead Mike went and bought it all up so Thad couldnt,55,,5,,4,5,Mining Collapse Manipulation,Situ
204.62.13.212,4/9/2014 20:01,4/9/2014 20:07,1,A3LI0O659I8GFX,61.954,1,2,1,221.482,5,3,3.651,mike told thad to use the new material knowing that it collapses when there's a lot of moisture. mike buys all the steel bracers forcing thad to use the new material,26,1,5,,4,5,Mining Collapse Manipulation,Made
69.141.193.64,4/9/2014 20:02,4/9/2014 20:07,1, A2D1XUWIB38AOT,6.54,1,2,1,98.224,5,7,5.197,Mike tricked Thad into using a material that would deteriorate with moisture. Thad used the material when left with no other choice and his workers were injured and one died.,23,2,2,,5,6,Mining Collapse Manipulation,Made
204.87.167.69,4/9/2014 20:07,4/9/2014 20:09,1,A1QRGVE005067Q,1.36,1,2,1,56.964,5,1,2.907,mike convinced thad to use not very safe materials for his mine and it collapsed and killed/injured workers,25,1,5,,3,7,Mining Collapse Manipulation,Made
75.174.51.152,4/9/2014 20:12,4/9/2014 20:15,1,A2MCRVU8I9VNHG,1.829,1,2,0,68.292,2,6,7.833,Mike contrives to cajole then force Thad to use unsafe bracing materials in Thad's mine  which causes injuries and one death. Mike did this to try to put Thad's mine out of business.,36,1,5,,2,9,Mining Collapse Manipulation,Situ
74.44.89.87,4/9/2014 20:16,4/9/2014 20:20,1,A3QVRKBAO0OQAA,1.399,1,2,1,63.813,5,5,3.948,Mike owns a mining business and wants Thad  another mining business owner  to go out of business. He manipulates Thad into using inferior material in his mine. The material breaks down  the mine collapses  and Thad is out of business.,22,2,5,,5,7,Mining Collapse Manipulation,Made
65.184.132.231,4/9/2014 20:23,4/9/2014 20:26,1,A1737IHTKAREZ1,2.766,1,2,1,40.421,3,5,6.499,Mike indirectly sabotaged thad's mining beams.,24,1,5,,4,4,Mining Collapse Manipulation,Made
67.209.23.244,4/9/2014 20:33,4/9/2014 20:36,1,A3MMLCBV2W3BP9,3.801,1,2,1,78.114,1,7,6.127,Mike  a mine owner  tricks Thad into using faulty braces in his mine  killing one worker and injuring several others. Mike profits.,25,1,5,,2,10,Mining Collapse Manipulation,Made
108.39.189.14,4/9/2014 20:39,4/9/2014 20:45,1,A3K47KZUPC5A38,7.985,1,2,0,101.485,5,5,17.3,Mike wants to help the mining business he owns by sabotaging competing minig businesses. Mikes plan succeeds and Thad's mine collapses.,21,1,5,,4,5,Mining Collapse Manipulation,Situ
108.228.213.89,4/9/2014 20:46,4/9/2014 20:51,1,A1KQW7DL4EMXUR,11.293,1,2,1,61.026,1,6,18.452,Mike owns a small mining company  and in order to put his competitor Thad out of business and grow his own company  he has lied to Thad that he has a new material for bracing mines that is better than steel and which he Thad can use  but which in reality deteriorates easily  and has bought all the steel bracers in order to force Thad to use them.,22,1,5,,2,10,Mining Collapse Manipulation,Made
75.65.249.158,4/9/2014 21:00,4/9/2014 21:03,1, A3A6PPZ2EJTW6L,4.003,1,2,1,56.476,7,6,6.088,Thad used the unsafe braces because mike bought all the good (though more expensive) braces  causing Thad's mine to collapse and kill a worker.,23,1,5,,5,4,Mining Collapse Manipulation,Made
71.182.176.195,4/9/2014 21:09,4/9/2014 21:14,1,AHUMMC8M678RP,80.275,1,2,0,65.901,5,5,11.832,Mike tricked Thad into using unsafe braces so that Thad's mine would fail and Mike would eliminate a competitor.,28,1,5,,4,9,Mining Collapse Manipulation,Situ
198.21.242.88,4/9/2014 21:17,4/9/2014 21:21,1,A2P8N5E8B1RYWE,4.792,1,2,1,64.871,5,6,5.577,Mike wanted to further monopolize his business  so he falsely told Thad about a great new metal beam to use. Mike bought out all the steel beams in the area  forcing Thad to use the beams Mike recommended  only to have them collapse  ruining Thad's mine.,19,1,5,,4,3,Mining Collapse Manipulation,Made
71.50.107.118,4/9/2014 21:21,4/9/2014 21:26,1,AL60LT3O2N4X9,5.898,1,2,0,64.322,1,6,14.929,Mike is without a conscience. The injuries and the worker's death rest on his shoulders.,72,2,5,,5,6,Mining Collapse Manipulation,Situ
76.26.9.83,4/9/2014 9:27,4/9/2014 9:31,1,AELOYBHVZFDW9,4.813,0,2,1,68.867,7,1,4.607,Mike offered Thad some untested braces for a mine. Thad preferred tested braces but none were available. The untested braces failed and a worker was killed.,52,1,5,,5,8,Mining Collapse No Manipulation,Made
108.193.223.1,4/9/2014 9:38,4/9/2014 9:43,1,A16TESTJICU76L,5.102,0,2,1,189.339,4,1,3.3,Thad used unsafe materials given by Mike. It killed one of his workers and injured others.,24,1,3,,4,10,Mining Collapse No Manipulation,Made
70.173.61.146,4/9/2014 9:43,4/9/2014 9:46,1,A6INY1UVFY5GB,3.127,0,2,0,26.578,6,7,12.908,Thad doesn't spend as much as he should on some braces in a mine and chooses a material that gets weaker when wet. The mine collapses because of moisture in the mine and injures a few and kills one.,24,1,5,,2,7,Mining Collapse No Manipulation,Situ
216.114.231.56,4/9/2014 10:06,4/9/2014 10:13,1,A1CXXG7SJUHRN1,7.238,0,2,0,160.846,7,7,43.312,Mike and Thad own Mining companies. Mike told Thad about a new material that would be cheaper for bracing. What Mike didn't know was that it would not hold up against moisture. Thad ended up having to use it because his supplier was out of the steel braces.,35,2,5,,4,6,Mining Collapse No Manipulation,Situ
66.83.144.130,4/9/2014 10:32,4/9/2014 10:35,1,A2CCK1JKX48R0H,3.158,0,2,0,54.042,6,6,14.759,Mike recommended that Thad use the cheaper braces that deteriorated when wet (he didn't know that would happen though). Thad did and his mine collapsed.,31,2,5,,5,6,Mining Collapse No Manipulation,Situ
24.217.210.51,4/9/2014 10:51,4/9/2014 11:01,1,AZCV8JQ2NEFN8,11.081,0,2,0,139.079,6,7,129.549,It was about two local miners. One miner asked the other to play golf  offered advise on some new beams made out of a cheaper material  and unknowingly caused the the death of one miner  and injuries to several others when the mine collapsed.,35,1,5,,5,6,Mining Collapse No Manipulation,Situ
72.192.21.71,4/9/2014 11:00,4/9/2014 11:05,1,A3F90N8YVKJ4I7,4.28,0,2,1,80.518,3,5,11.504,Mike and Thad were golfing.  Mike told Thad about new braces that were cheaper than steel.  Mike didn't know that Chad's mine's had a lot of moisture.,35,1,5,,5,6,Mining Collapse No Manipulation,Made
75.109.236.185,4/9/2014 11:30,4/9/2014 11:32,1,A00236363DL2ZN8A4FD78,1.205,0,2,0,42.31,6,5,7.257,Mike recommended a new material to Thad. Thad used it  but there was a problem and his mine collapsed.,22,1,5,,4,8,Mining Collapse No Manipulation,Situ
99.89.37.121,4/9/2014 11:31,4/9/2014 11:35,1,AR1IWBDA7MC86,4.016,0,2,1,105.78,7,1,5.902,Mike bought all the steel supports and gave Thad his supports that work well in non-moist areas and Thad used them because that's all there was to use and MIke recommended them. ,27,1,5,,4,8,Mining Collapse No Manipulation,Made
76.122.71.161,4/9/2014 12:10,4/9/2014 12:14,1,A2FESUQF7EVFPV,6.486,0,2,1,95.621,5,6,6.813,Mike gave Thad advice to use a new material in his mine  not knowing that his mine has moisture and the new material will deteriorate. When building  Mike buys the steel and Thad decides to try the new material and it fails  causing a death and the mine to be closed.,25,2,5,,5,8,Mining Collapse No Manipulation,Made
50.151.119.143,4/9/2014 12:42,4/9/2014 12:50,1,AZ1RJVNOZFIWV,13.824,0,2,1,133.39,3,5,5.537,Mike told Thad about new braces and bought all steel braces. Thad had to use the new braces Mike gave him but they deterioate when wet. Mine collapsed killed one man,29,1,3,,5,8,Mining Collapse No Manipulation,Made
24.20.22.114,4/9/2014 13:35,4/9/2014 13:38,1,A34JG5YYW98V22,13.914,0,2,1,70.736,7,3,3.033,Mike gave Thad advice and Thad followed through with the bad advice.,24,1,5,,2,8,Mining Collapse No Manipulation,Made
98.208.84.96,4/9/2014 13:56,4/9/2014 14:00,1,AXZOTBEGBF5DV,3.459,0,2,1,74.387,7,6,3.156,MIke told his friend Thad about a material from mining. Thad ends up using the material for a bridge which ends up collapsing  causing injuries and a fatality. ,27,2,3,,5,5,Mining Collapse No Manipulation,Made
190.80.195.214,4/9/2014 14:35,4/9/2014 14:40,1,A3MQLEHAB8MB88,4.593,0,2,1,53.06,2,5,4.728,mike and thad wasnt using the right materials and due to that issue they had gotten an employee injured and the warehouse closed down,23,2,2,,5,5,Mining Collapse No Manipulation,Made
174.58.255.88,4/9/2014 16:02,4/9/2014 16:04,1,A30ZBG4SIBCC2A,1.341,0,2,0,6.967,5,7,67.386,They were not able to get steel braces and were forced to use a different material.,26,1,5,,5,5,Mining Collapse No Manipulation,Situ
69.133.40.155,4/9/2014 18:16,4/9/2014 18:22,1,A3U7C4SS7DG4X6,10.559,0,2,1,77.77,3,3,4.533,Mike told Thad about a cheaper  easier to deploy material used to brace mines without knowing that the conditions in Thad's mines were not suitable for the new material.  Thad decided to stick with the steel but wasn't able to because Mike had bought the steel braces for his own expansion  not realizing that Thad would need them  and then left his extra supply of the alternative material for Thad to use  which resulted in a collapse leaving many workers injured and one dead.,23,1,5,,4,9,Mining Collapse No Manipulation,Made
75.111.60.247,4/9/2014 19:15,4/9/2014 19:23,1,A1DZ48YPIYHZEQ,12.002,0,2,1,108.844,5,2,13.399,Thad needed braces for his mine and wanted steel ones  but Mike had already purchased them all.  Mike gave him some other braces that compromised the mine's safety as the conditions of Thad's mine was moist and degraded the materals.,40,2,5,,5,6,Mining Collapse No Manipulation,Made
76.166.216.60,4/9/2014 19:48,4/9/2014 19:51,1,A1RX2JBV4VGZ65,3.766,0,2,1,78.116,5,5,4.411,Mike recommended that Thad use a material that deteriorates when wet  and therefore is dangerous. Later on Thad decides to just use steel which is known to be safe or strong not knowing Mike has bought out the stock. This leads Thad to having to use the weaker material and thus people get injured. ,25,1,3,,4,5,Mining Collapse No Manipulation,Made
23.241.186.231,4/9/2014 19:53,4/9/2014 19:56,1,A23BCMQN9ZU97B,2.617,0,2,1,59.818,6,3,4.08,Mike told Thad to use different braces than steel in the mine and as a result Thad's mine was closed after people got hurt.,26,1,5,,5,4,Mining Collapse No Manipulation,Made
128.172.35.6,4/9/2014 19:56,4/9/2014 20:03,1,AHIYN35UXP3ZE,2.501,0,2,0,219.22,5,3,17.653,Mike considers Thad a younger brother.  He advises him to use the new material he has to build his mine  but doesn't know the material deteriorates when wet.  Mike buys up all the steel and Thad makes the decision to use the untested material instead of waiting on more steel.  The mine collapses.,30,2,1,,8,4,Mining Collapse No Manipulation,Situ
70.118.22.159,4/9/2014 20:00,4/9/2014 20:04,1,ATNPYNSA58YEV,2.707,0,2,1,87.092,5,5,4.657,Mike gave bad advice to Thad about his mine. ,32,2,3,,5,5,Mining Collapse No Manipulation,Made
98.239.183.193,4/9/2014 20:02,4/9/2014 20:05,1,A1JW721AJDHJ8G,10.27,0,2,0,63.352,5,6,7.369,Mike gave thad some new braces that were susceptible to moisture  mike didnt know this  they eventually failed.,24,1,5,,5,4,Mining Collapse No Manipulation,Situ
24.192.250.32,4/9/2014 20:05,4/9/2014 20:10,1,A3ONIQ4Y7CE26Z,42.842,0,2,1,105.64,2,4,8.285,Mike gave Thad unsafe braces for the mine  even though he didn't know it  and Thad's mine collapsed.,23,2,5,,5,4,Mining Collapse No Manipulation,Made
24.140.76.227,4/9/2014 20:14,4/9/2014 20:18,1,AGXTT3NTDUOZF,5.06,0,2,1,65.657,5,3,6.43,Mike gave Thad unreliable advice that results in Thad's mines collapsing  injuring miners  killing one  and permanently closing the mine.,24,1,5,,4,9,Mining Collapse No Manipulation,Made
75.179.12.190,4/9/2014 20:20,4/9/2014 20:23,1,A15J6POJRS2EQ7,1.763,0,2,0,62.852,5,7,5.929,Thad couldn't buy regular steel braces for his mines so he bought the untrusted material that Mike recommended. Thad's workers ended up getting injured and one person died from a mine collapsing.,18,1,5,,2,5,Mining Collapse No Manipulation,Situ
75.83.138.75,4/9/2014 20:21,4/9/2014 20:25,1,A3FV2MD7Y1KZTG,2.899,0,2,0,89.694,2,6,13.052,Mike advised Thad to use a different material in his mine not knowing that the material was harmful in Thad's mine's conditions. ,25,2,2,,4,8,Mining Collapse No Manipulation,Situ
173.56.65.15,4/9/2014 20:29,4/9/2014 20:35,1,A2HYKB8WKZ099C,5.33,0,2,1,161.65,4,7,4.687,Mike and Thad went golfing  Mike suggested his type of structure. Thad decided to go with the more researched product  but Mike had already bought out all units forcing Thad to use his inferior left-overs. These left-overs were specifically not-meant for Thad's mines and Mike should have researched that before forcing Thad to use them.,25,1,5,,4,8,Mining Collapse No Manipulation,Made
24.233.185.66,4/9/2014 20:37,4/9/2014 20:44,1,A25ZADCJI3D5AF,5.891,0,2,1,191.456,5,5,8.01,Thad was planning to upgrade the braces in his mine using steel  but instead used Mike’s material after Mike bought all the steel for his own mine expansion. The braces in Thad’s mine collapse because they were exposed to moisture  and people got hurt and one died. Mike feels bad.,32,1,5,,6,5,Mining Collapse No Manipulation,Made
70.210.17.175,4/9/2014 20:43,4/9/2014 20:47,1,A3BH9HVICOLS5X,2.433,0,2,1,74.761,7,3,5.794,ONE FRIEND SUGGESTED TO ANOTHER THAT HE SHOULD USE A NEW MATERIAL TO BRACED HIS MINES. HE DID AND IT COLLAPSED INJURING AND KILLING PEOPLE.,29,1,5,,7,7,Mining Collapse No Manipulation,Made
74.111.34.121,4/9/2014 20:46,4/9/2014 20:52,1,A2GQ6FAFX1ETE3,7.665,0,2,1,93.821,5,5,9.831,Mike was tying to help Thad  but in doing so he accidently left Thad with no choice but to use braces in his mine that ultimately failed. This caused the death of a worker.,32,1,5,,2,4,Mining Collapse No Manipulation,Made
71.68.101.240,4/9/2014 20:58,4/9/2014 21:04,1,A3M1CZV1S4AKW3,5.286,0,2,0,138.948,5,5,9.847,Thad needed steel for his mine. However the ones he ordered/originally wanted would take to long. His friend Mike gave him advice and told him about other material he could use. Thus he decided to trust him and use that material. However ends up making a wrong decision.,23,1,1,,4,8,Mining Collapse No Manipulation,Situ
173.2.46.200,4/9/2014 21:04,4/9/2014 21:10,1,A276TOSEU7TQ8Y,8.733,0,2,1,191.081,7,2,4.551,Mike pressured Thad into using inferior braces.  Neither was aware of the moisture problem.  The mine collapsed and someone died.,31,1,5,,4,8,Mining Collapse No Manipulation,Made
67.79.162.62,4/9/2014 21:15,4/9/2014 21:18,1,A183HI4ZV77GJU,3.033,0,2,0,88.739,7,3,8.3,Tw mine owners needed braces. One used steel braces  the other used braces that collapse from moisture and one miner died as a result,46,1,5,,6,6,Mining Collapse No Manipulation,Situ
71.235.176.35,4/9/2014 21:20,4/9/2014 21:25,1,A2AN48JGRZ9O2L,16.863,0,2,1,98.495,6,2,9.632,mike gave thad unsafe material and bought up all the steel. thads mine collapses,25,2,5,,4,8,Mining Collapse No Manipulation,Made
96.243.59.138,4/9/2014 21:48,4/9/2014 21:54,1,A1M693UGI75Q7Q,5.942,0,2,1,50.319,5,1,17.876,Mike convinced Thad to use his braces made of a new material  which resulted in several of Thad's employees being injured and one being killed.,19,1,3,,4,6,Mining Collapse No Manipulation,Made
96.32.9.183,4/9/2014 9:29,4/9/2014 9:31,1,A2QD7QFGCUNF5N,0.791,1,3,1,32.322,7,1,9.96,The government starved a village  created the perception of a food surplus in another and the starved workers attacked the other village.,26,1,3,,4,8,Industrial Workers Manipulation,Made
70.166.108.122,4/9/2014 9:33,4/9/2014 9:35,1,A207IHY6GERCFO,3.253,1,3,1,13.115,7,1,3.319,The industrial workers raided a village for food and killed people.,31,1,1,,5,8,Industrial Workers Manipulation,Made
69.138.58.49,4/9/2014 9:39,4/9/2014 9:44,1,A9QYAH5BONH1W,12.703,1,3,0,6.715,3,6,74.304,a government started to plan a war and destroyed the food stores so there will be shortage of food,38,1,3,,5,4,Industrial Workers Manipulation,Situ
184.153.240.35,4/9/2014 9:53,4/9/2014 9:56,1,A1KPIUQ3SV7I4B,1.622,1,3,1,12.383,4,4,8.917,Food  was scarce because of the attack on the village,41,2,5,,5,6,Industrial Workers Manipulation,Made
99.8.170.227,4/9/2014 9:51,4/9/2014 9:57,1,A3HLCR4YCHJWBI,0.937,1,3,0,44.157,4,5,2.954,The village was destroyed. Angry workers may have cause it.,23,1,5,,4,5,Industrial Workers Manipulation,Situ
184.63.53.44,4/9/2014 10:22,4/9/2014 10:25,1,A3MZ9RQJX9T656,5.935,1,3,1,30.347,7,6,7.286,The government destroyed what the city had and made it where there was a food shortage. The citizens of that town stole food from the neighboring village.,35,2,5,,2,5,Industrial Workers Manipulation,Made
96.235.224.167,4/9/2014 10:55,4/9/2014 10:59,1,AV42W5QL4JOX8,4.248,1,3,1,45.477,3,7,4.027,The government caused a food shortage. Then they announced that a neighboring village had plenty of food.,50,1,5,,2,7,Industrial Workers Manipulation,Made
74.71.246.82,4/9/2014 11:30,4/9/2014 11:31,1,A13P7QQDWVU76V,9.033,1,3,0,3.796,5,6,3.89,Government started a war and destroyed alot of food.,20,1,3,,4,8,Industrial Workers Manipulation,Situ
68.184.99.133,4/9/2014 11:31,4/9/2014 11:41,1,A1650FELH3UL2F,2.459,1,3,0,50.3,5,7,5.53,Government wanted to start a war  so they destroyed their own farm machinery and food stores. They then used media to show that a neighboring village had food  causing the workers to raid the village.,27,1,5,,2,7,Industrial Workers Manipulation,Situ
107.210.80.173,4/9/2014 11:47,4/9/2014 11:51,1,AK0PU96DYAJXN,4.529,1,3,1,59.177,7,5,7.393,One party attacked the equipment and food stores of another party  which in turn raided a third parties resources. It was planned to happen that way.,62,1,5,,5,7,Industrial Workers Manipulation,Made
24.250.163.107,4/9/2014 12:19,4/9/2014 12:23,1,A2ZUKYMM3YV6JN,6.215,1,3,0,62.223,2,6,21.747,government wanted to attack another country so they sabotaged their own city to get the workers there to attack,25,1,3,,5,5,Industrial Workers Manipulation,Situ
66.66.86.75,4/9/2014 12:51,4/9/2014 12:53,1,A2LEY4X3LD8G26,3.01,1,3,1,2.832,7,2,12.531,There was a food shortage in a European country thanks to a secret government plan. Some industrial workers heard on a news channel another city had surplus of food and then went to raid the city.,27,1,5,,5,4,Industrial Workers Manipulation,Made
208.54.83.232,4/9/2014 13:27,4/9/2014 13:31,1,A3PUU1XU4C1A3V,5.308,1,3,1,38.48,5,2,6.965,The government purposely ruined a citys resources.  In turn  the city raided a nearby city.,55,2,5,,2,6,Industrial Workers Manipulation,Made
97.76.83.20,4/9/2014 13:57,4/9/2014 14:01,1,AO573U525Q21O,6.456,1,3,0,40.29,6,6,11.052,The government in the story created the conditions that set off a chain of events leading to the attack on the village. The industrial workers did not need to act on the information  and are thus responsible  however it is the government that is ultimately culpable.,50,1,5,,6,7,Industrial Workers Manipulation,Situ
108.80.12.186,4/9/2014 14:38,4/9/2014 14:39,1,AD317NO9623GZ,1.228,1,3,0,33.774,3,6,4.306,the government wanted to start a war so they depleted the food supply so the villagers would attack the neighboring village,32,2,5,,5,7,Industrial Workers Manipulation,Situ
76.109.198.39,4/9/2014 15:56,4/9/2014 16:01,1,A1SC2PWF1L01R0,12.927,1,3,0,49.376,6,7,20.769,The government purposely created an artificial food shortage to create a situation in which the industrial workers  who were unable to feed their families  felt forced to take what they needed from a neighboring village with the end goal of starting a war.,27,1,5,,5,4,Industrial Workers Manipulation,Situ
69.143.165.207,4/9/2014 18:13,4/9/2014 18:15,1,A2LV5432PV1S39,18.245,1,3,1,29.422,6,5,1.872,A government purposly caused a food shortage,27,1,5,,5,4,Industrial Workers Manipulation,Made
162.239.56.42,4/9/2014 18:59,4/9/2014 19:02,1,A1AE9DNJGYX0Q7,1.734,1,3,0,32.573,6,5,10.309,An eastern European government wanted to start a war with a another country so they intentionally caused a food shortage to occur. This caused the village with a food shortage to attack a village with a food surplus.,23,2,3,,5,7,Industrial Workers Manipulation,Situ
75.115.33.182,4/9/2014 19:45,4/9/2014 19:52,1,A3H0GOR6Q358KE,3.8,1,3,0,55.879,6,7,20.433,Industrial workers raided the neighboring village for foods and killed innocent people.,33,2,3,,5,5,Industrial Workers Manipulation,Situ
173.242.141.131,4/9/2014 19:52,4/9/2014 19:54,1,AWN1PEZWRQSQ9,3.89,1,3,1,30.118,3,6,2.902,The government broke the farmers' equipment that the city workers used  so they raided a neighboring village to take food to survive.,33,1,5,,5,7,Industrial Workers Manipulation,Made
24.161.28.168,4/9/2014 19:53,4/9/2014 19:57,1,A34CCFG96Z3RO8,5.083,1,3,0,39.178,5,6,12.577,In the 1950's a small Eastern European government wanted to start a wart  they did this by destroying food and essentials of one group and pointing that group to another village by leaking that the other village had a surplus.,62,2,5,,3,7,Industrial Workers Manipulation,Situ
216.186.143.54,4/9/2014 19:55,4/9/2014 19:58,1,A2P3SNKUWWL8BR,1.935,1,3,0,41.543,3,6,7.988,The government wanted an uprising so they closed machinery and caused the locals to be without food. Those locals then raided the nearby village for their surplus of food.,34,2,5,,3,8,Industrial Workers Manipulation,Situ
209.239.180.82,4/9/2014 20:00,4/9/2014 20:02,1,A9T9V9SJUODRM,,1,3,1,24.654,2,5,3.74,The government burned and shut down farms and factories  causing a food shortage. Because of this food shortage the workers and citizens were forced to attack a neighboring village for food ,24,1,5,,5,7,Industrial Workers Manipulation,Made
76.106.133.244,4/9/2014 20:03,4/9/2014 20:05,1,A34DRPU3RJVD17,4.096,1,3,0,30.153,2,7,5.263,The government destroyed food and equipment knowing it would cause villagers to starve and attack their neighbors,26,2,5,,4,9,Industrial Workers Manipulation,Situ
50.97.94.40,4/9/2014 20:07,4/9/2014 20:09,1,AWDJFLGKH1LQG,4.027,1,3,1,35.758,6,6,3.001,The government manipulated its citizens to attack the neigboring country. ,27,1,3,,3,6,Industrial Workers Manipulation,Made
70.211.16.79,4/9/2014 20:05,4/9/2014 20:10,1,A3M6TIBELIT0GK,2.879,1,3,0,58.755,4,5,12.631,there was plan to destroy assets.that gave food to people.  it seemed to work when those without food attacked farmers who supposed have surplus of food,36,1,2,,2,8,Industrial Workers Manipulation,Situ
98.242.71.182,4/9/2014 20:13,4/9/2014 20:17,1,A3SZ66VCWNQLGS,2.268,1,3,1,27.492,5,3,5.206,A while back  there was a government that forced their country into war by purposely setting fire to farms and crops to decrease food supply. ,35,1,5,,5,4,Industrial Workers Manipulation,Made
97.80.158.115,4/9/2014 20:27,4/9/2014 20:37,1,A5OBJUPZLVOKG,55.212,1,3,1,108.738,2,5,19.205,An Eastern European country's government in the '50s manipulated workers into attacking a neighboring village. ,31,1,5,,4,8,Industrial Workers Manipulation,Made
174.97.230.106,4/9/2014 20:36,4/9/2014 20:39,1,A1K6UJSK5JYHM0,7.945,1,3,0,56.97,3,7,8.183,An Eastern European country in the 1950s wanted to start a conflict with a neighboring country so they destroyed farm machinery in a town so the locals would become violent.,26,1,5,,5,4,Industrial Workers Manipulation,Situ
142.197.231.94,4/9/2014 20:40,4/9/2014 20:44,1,A1S0C6UI5XATJV,3.598,1,3,1,33.638,6,4,4.223,a eastern european country wanted to start a war.  they destroyed farm machinery and food stores to starve the people.  the people  being hungry  attacked a village that was rumored to have a surplus of food.,34,2,5,,5,5,Industrial Workers Manipulation,Made
174.71.33.221,4/9/2014 20:41,4/9/2014 20:45,1,AZMEJXNF0ZRPV,3.982,1,3,0,72.846,3,6,4.276,A government secretly started a war in a neighboring country by having workers destroy farm equipment and farm land. The angry citizens raided another town and killed many innocent civilians.,24,1,5,,5,5,Industrial Workers Manipulation,Situ
71.230.202.65,4/9/2014 20:45,4/9/2014 20:49,1,AKO2J1SJF9S5Z,6.386,1,3,1,45.871,6,7,3.608,in the 1950's the government of  a small country started a war with their industrial workers. they caused a food shortage which made their people attack a neighboring village.,18,1,5,,2,6,Industrial Workers Manipulation,Made
50.80.193.215,4/9/2014 20:50,4/9/2014 20:54,1,A20ZKYBXB8QLTG,0.492,1,3,0,1.352,5,3,25.075,It's about Mike and Thad  and more specifically about mines.,19,1,3,,4,6,Industrial Workers Manipulation,Situ
71.203.150.154,4/9/2014 21:01,4/9/2014 21:03,1,A49HPQ9P5AHU4,1.307,1,3,0,23.61,6,7,5.418,A government wanted to start a war with a neighboring country  and did so by causing a food crisis among it's own citizens who then attacked the neighboring country to get its food supplies.,43,1,5,,5,5,Industrial Workers Manipulation,Situ
98.231.141.174,4/9/2014 21:06,4/9/2014 21:10,1,A1GTRY6DNSNLCL,4.183,1,3,1,46.215,6,6,4.314,The government was manipulating a village by creating chaos and limiting their resources  and villagers consequently raided another village for resources.,26,2,5,,5,6,Industrial Workers Manipulation,Made
108.231.77.88,4/9/2014 21:13,4/9/2014 21:16,1,A2VH9A7UCB5Z85,1.707,1,3,1,53.583,7,3,8.229,government conducted war using industrial worker with shutting down industries and creating shortage ,28,1,,,5,8,Industrial Workers Manipulation,Made
71.77.141.132,4/9/2014 21:25,4/9/2014 21:29,1,A3KFXPAE40VKWY,12.63,1,3,1,59.966,4,2,10.394,A government in eastern Europe carried out a plan to engineer scarcity to spur civil unrest.,35,1,4,,4,8,Industrial Workers Manipulation,Made
67.173.0.97,4/3/2014 19:55,4/3/2014 19:58,1,lklm;,3.475,1,3,1,4.552,4,4,4.326,Workers be killin and shit. And the government is behind it... just like aides. ,,,,,,,Industrial Workers Manipulation,Made
184.14.74.141,4/9/2014 9:28,4/9/2014 9:32,1,A1OF4LT1OZYTDN,8.045,0,3,0,48.428,7,5,6.558,An accidental destruction of farming equipment destroyed the abilty to have food for a city. Industrial workers stole food and killed innocent people and the government felt bad.,53,2,5,,2,6,Industrial Workers No Manipulation,Situ
107.140.88.206,4/9/2014 9:30,4/9/2014 9:36,1,A3ITZNJQUTIZ4C,9.026,0,3,0,39.798,6,6,6.633,The government accidentally destroyed land and people did not have food. Workers took food and killed innocent people.,38,2,2,,3,6,Industrial Workers No Manipulation,Situ
132.79.10.16,4/9/2014 9:35,4/9/2014 9:37,1,A9317WH3Y1SZ8,2.762,0,3,0,32.99,7,6,5.213,in the 50's the goverment instituted a program that accidentally set fire to food stores and destroyed famr machinery to lead to a food shortage. Because of this  the people of the villiage attacked a neighboring village when they learned of the food surplus there.,24,2,5,,4,5,Industrial Workers No Manipulation,Situ
