IP_Address,Consent,Instr_Time,Condition,Scenario,Blame,Made,Because,Cause,Blame,Wrong,Bad,Time1,Time2,AttnCheck,Age,Gender,Ethnicity,Ethnicity_TEXT,Education,SES,Condition,Mediator_Order
173.77.237.218,1,40.918,0,2,5,3,5,5,5,2,2,41.787,114.888,Mike bought all of the stainless braces.  Thad used Mikes new braces that collapsed and someone died. ,41,2,5,,4,5,Mining Collapse No Manipulation,MC_Made|MC_Blame|MC_Bad|MC_Wrong|MC_Caused|MC_Med_Tim|MC_Because
69.71.250.183,1,9.412,0,2,5,3,5,5,5,5,3,99.978,28.529,Mike gave Thad braces that were defective in moisture. Although they were Thad's second choice he had to use them. The braces collapsed and killed a worker,25,1,6,Black/White,5,8,Mining Collapse No Manipulation,MC_Caused|MC_Because|MC_Med_Tim|MC_Wrong|MC_Blame|MC_Made|MC_Bad
68.232.233.152,1,1.149,0,2,3,6,7,7,6,6,5,43.689,20.655,Mike recommended Thad to use unsafe materials; and even went so far as to make sure Thad couldn't purchase safe materials to use.,23,2,5,,5,4,Mining Collapse No Manipulation,MC_Blame|MC_Caused|MC_Because|MC_Med_Tim|MC_Bad|MC_Made|MC_Wrong
68.228.161.244,1,11.889,0,2,5,3,7,6,5,1,2,89.232,38.956,Mike shared secrets with Thad even though he usually doesn't do this. Mike bought all of the steel for his warehouse causing Thad to use the unsafe stuff.,32,1,1,,4,9,Mining Collapse No Manipulation,MC_Caused|MC_Bad|MC_Made|MC_Wrong|MC_Med_Tim|MC_Because|MC_Blame
50.158.20.46,1,8.271,0,2,6,5,7,5,3,3,3,120.997,36.825,Mike and Thad are miners. Mike offers Thad braces made of new material; unknowing that they deterioate when wet. Thad uses new braces when Mike goves him some and buys all the metal ones. Two braces get wet and break killing one worker.,28,1,3,,5,7,Mining Collapse No Manipulation,MC_Made|MC_Med_Tim|MC_Because|MC_Bad|MC_Wrong|MC_Caused|MC_Blame
69.132.219.49,1,2.939,0,2,6,5,6,6,3,2,2,94.487,22.051,Mike had some extra braces abd told Thad he could use them.  He did not know that they would fail and they did fail after Thad was forced to use them.,42,1,5,,5,5,Mining Collapse No Manipulation,MC_Bad|MC_Med_Tim|MC_Caused|MC_Because|MC_Blame|MC_Made|MC_Wrong
75.64.25.219,1,3.249,0,2,4,4,4,3,3,5,4,57.925,24.457,Mike offered Thad a tip on some mining materials that would be beneficial to him.  Thad ended up taking some other advice from Mike and using some materials that were unsafe.  A couple of people were killed in a mine accident.,38,2,5,,5,5,Mining Collapse No Manipulation,MC_Wrong|MC_Because|MC_Caused|MC_Blame|MC_Med_Tim|MC_Made|MC_Bad
172.14.105.23,1,5.881,0,2,6,1,5,2,5,1,1,62.444,20.634,Mike adviced Thad to use Mike's braces. The braces are weak againt moisture and break causing injury and death.,25,2,1,,4,5,Mining Collapse No Manipulation,MC_Blame|MC_Because|MC_Med_Tim|MC_Bad|MC_Made|MC_Wrong|MC_Caused
147.226.201.118,1,6.59,0,2,5,2,6,5,2,2,2,72.566,19.362,Mike mentions how great his steel braces are; which makes Thad consider using them; too. When Thad uses them; they are responsible for his mine collapsing.,20,1,5,,4,5,Mining Collapse No Manipulation,MC_Blame|MC_Made|MC_Bad|MC_Wrong|MC_Because|MC_Caused|MC_Med_Tim
108.231.181.139,1,0,1,3,6,6,7,6,7,7,7,0,0,Isabel's daughter was sick and needed daily medication. Isabel's mother-in-law wanted custody of her grandchild and threw away the medicine which led to Isabel breaking into her doctors office to steal the medicine that was for another patient.,57,1,5,,3,8,Mother in law Manipulation,MiL_Blame|MiL_Becaus|MiL-Wrong|MiL_Caused|ML_Med_Tim|MiL_Bad|MiL_Made
108.210.193.99,1,3.243,1,3,2,4,6,4,6,7,7,28.003,17.759,Isabel has a sick daughter who needs medicine; and her mother in law forces her hand in stealing medicine so her daughter can live,27,,5,,6,6,Mother in law Manipulation,MiL_Blame|ML_Med_Tim|MiL_Bad|MiL_Becaus|MiL_Caused|MiL_Made|MiL-Wrong
108.192.101.42,1,9.74,1,3,7,2,4,3,6,7,7,52.593,30.17,ISABELS DAUGHTER MUST HAVE MEDICINE.  ISABELS MOTHER IN LAW REMOVES THE MEDICINE TO COERCE ISABEL TO STEAL SIMILAR MEDICINE,67,2,5,,2,5,Mother in law Manipulation,MiL_Becaus|MiL_Blame|ML_Med_Tim|MiL_Bad|MiL_Caused|MiL-Wrong|MiL_Made
98.200.94.76,1,3.091,1,3,5,3,7,5,6,7,7,28.127,19.036,The mother-in-law did not like Isabel and wanted custody of her daughter; so she got rid of isabel's daughter's medicine. The mother couldn't get anymore; panicked; and broke in the doctor office.,25,2,5,,4,6,Mother in law Manipulation,ML_Med_Tim|MiL_Bad|MiL_Made|MiL-Wrong|MiL_Becaus|MiL_Blame|MiL_Caused
67.84.45.120,1,3.02,1,3,6,7,7,7,7,7,7,56.417,26.373,The mother in law threw away medicine which forced Isabel to break into a doctor's office to steal medicine that was meant for another person.,21,1,3,,4,8,Mother in law Manipulation,MiL-Wrong|MiL_Bad|ML_Med_Tim|MiL_Blame|MiL_Caused|MiL_Made|MiL_Becaus
75.57.182.73,1,3.559,1,3,5,2,7,7,4,7,7,49.847,17.888,Isabel's daughter has a rare disease that she needs to take to survive.  Isabel's Mother-In-Law wants custody of the child and sets her up to steal medicine.  Isabel goes to the doctor's office and breaks in to get some medicine for her daughter after finding that she does not have anymore at home.,29,1,2,,4,4,Mother in law Manipulation,MiL_Caused|MiL_Made|MiL_Becaus|MiL_Bad|ML_Med_Tim|MiL-Wrong|MiL_Blame
66.215.169.110,1,6.114,1,3,5,3,5,5,6,7,7,44.363,31.144,Isabel has a daughter that needs medicine. The mother inlaw wanted isabel so she through away her medicine.,27,1,1,,5,4,Mother in law Manipulation,ML_Med_Tim|MiL_Becaus|MiL_Blame|MiL_Caused|MiL_Made|MiL-Wrong|MiL_Bad
50.42.229.159,1,2.574,1,3,1,4,7,6,7,7,7,38.626,48.889,A mean mother in law; she throw away her step daughters michine.,32,1,5,,1,9,Mother in law Manipulation,MiL_Blame|MiL_Becaus|MiL-Wrong|MiL_Caused|MiL_Made|MiL_Bad|ML_Med_Tim
108.185.135.154,1,1.654,1,3,2,5,7,6,5,7,7,29.948,31.364,Isabel's daughter needed medicine in order to survive. The mother-in-law wanted the daughter back so she threw away the medicine knowing that Isabel would have to steal it.,25,1,3,,5,6,Mother in law Manipulation,MiL_Blame|MiL_Becaus|MiL-Wrong|MiL_Caused|ML_Med_Tim|MiL_Made|MiL_Bad
114.45.191.87,1,10.614,1,3,7,5,2,1,5,7,7,68.903,58.507,Isabel's daughter must take medicine every day. Isabel's mother in law does not like Isabel and throws away her granddaughter's medicine in hopes that Isabel will steal medicine; and Isabel does as the mother in law expects by stealing medicine from another child at the doctor's office.,25,2,5,,5,6,Mother in law Manipulation,MiL_Bad|MiL_Blame|MiL-Wrong|MiL_Made|MiL_Becaus|ML_Med_Tim|MiL_Caused
74.179.229.105,1,2.269,1,3,2,7,7,7,7,7,7,34.356,22.014,Isabel's daughter has a rare disease she must take medicine for. Isabel's mother-in-law threw away the medicine in an attempt to get Isabel to steal more medicine.,31,1,5,,5,8,Mother in law Manipulation,MiL_Bad|ML_Med_Tim|MiL_Made|MiL-Wrong|MiL_Blame|MiL_Caused|MiL_Becaus
128.151.71.16,1,1.317,1,3,2,7,7,7,6,7,7,23.77,15.382,Isabel's mother in law is a terrible person and stole the medicine her granddaughter needs to survive,26,1,5,,5,7,Mother in law Manipulation,MiL_Made|MiL_Becaus|ML_Med_Tim|MiL_Caused|MiL_Blame|MiL_Bad|MiL-Wrong
71.175.249.158,1,16.049,1,3,5,6,7,6,7,7,7,46.262,23.211,mother in law threw out the little girls medicine. mother broke into a doctors office to get more,34,1,5,,3,7,Mother in law Manipulation,MiL_Made|MiL_Blame|MiL_Bad|MiL_Becaus|ML_Med_Tim|MiL-Wrong|MiL_Caused
75.144.68.229,1,4.602,1,3,5,1,5,3,3,7,7,28.113,39.911,Isabel's daughter needs to take daily medication.  Isabel's mother in law conspired to throw out the medicine to cause Isabel to do something drastic and/or illegal that would allow the mother  in law to take custody of Isabel's daughter,40,1,5,,5,6,Mother in law Manipulation,MiL_Becaus|MiL_Caused|MiL_Bad|MiL_Blame|MiL_Made|MiL-Wrong|ML_Med_Tim
64.171.224.83,1,3.328,1,3,5,3,6,5,3,7,2,42.014,60.592,A mother had a sick daughter that needed to take medicine daily. The mothers mother-in-law stole the midcine so that the mother would have to steal medicine in order to keep her daughter healthy. The mother-in-law did his in hopes she could gain custody once the theft came to light.,30,1,2,,4,5,Mother in law Manipulation,MiL_Becaus|MiL_Bad|MiL_Caused|ML_Med_Tim|MiL_Blame|MiL_Made|MiL-Wrong
72.74.36.40,1,15.34,1,3,6,2,5,5,6,7,7,24.256,20.326,Isabel's daughter needed medicine every day to live but Isabel's mother-in-law threw out the medicine to made Isabel do something bad.  Isabel broke into a doctor's office to steal the medicine.,34,2,5,,5,7,Mother in law Manipulation,MiL_Blame|ML_Med_Tim|MiL-Wrong|MiL_Becaus|MiL_Caused|MiL_Bad|MiL_Made
97.116.45.129,1,0.83,1,3,5,5,6,6,5,7,6,24.631,13.363,Isabael's daughter is sick and needs medicine every day; The daughter's mother in law does not like isabael and steals the medication. Isabael steals the medication from the doctor because the office is closed.,26,1,5,,5,5,Mother in law Manipulation,MiL_Caused|MiL_Bad|MiL_Made|ML_Med_Tim|MiL_Blame|MiL-Wrong|MiL_Becaus
75.187.49.115,1,4.694,1,3,7,3,5,6,6,7,7,48.847,32.028,Isabella's daughter has a rare disease.  The evil mother-in-law wants custody of the child; so she sets up an evil plan to get Isabella to steal medicine.,33,1,5,,6,6,Mother in law Manipulation,ML_Med_Tim|MiL-Wrong|MiL_Blame|MiL_Made|MiL_Bad|MiL_Caused|MiL_Becaus
66.215.173.61,1,7.01,1,3,2,5,6,6,6,7,7,40.834,33.964,Isabel has a daughter with a rare disease and a bitch for a mother in law.  The mother in law steals the child's medicine; forcing Isabel to commit a crime by stealing more medicine from a doctor.,34,2,1,,5,9,Mother in law Manipulation,MiL_Bad|ML_Med_Tim|MiL_Caused|MiL_Made|MiL-Wrong|MiL_Becaus|MiL_Blame
65.222.165.65,1,1.796,1,3,7,7,7,6,7,7,7,24.858,17.015,Isabel's mother in law created a scheme to force isabel to steal medicine,20,1,2,,4,6,Mother in law Manipulation,MiL_Made|MiL_Caused|MiL_Blame|MiL-Wrong|ML_Med_Tim|MiL_Bad|MiL_Becaus
24.25.176.173,1,3.462,1,3,2,7,7,6,7,7,7,67.58,21.654,Isabel was tricked into stealing medication by her mother in law who threw out some medication. Knowing der daughter would die without it he stole some that was for another child.,18,1,5,,2,4,Mother in law Manipulation,MiL_Caused|MiL_Becaus|MiL_Blame|MiL_Bad|ML_Med_Tim|MiL_Made|MiL-Wrong
71.180.232.35,1,3.021,1,3,5,6,5,5,6,6,6,20.707,38.91,A mother-in-law sabotaged her granddaughters medicine; causing the mom to break into a doctor's office for more.,26,1,5,,6,7,Mother in law Manipulation,MiL-Wrong|ML_Med_Tim|MiL_Made|MiL_Bad|MiL_Becaus|MiL_Caused|MiL_Blame
37.142.76.71,1,3.768,1,3,3,1,6,6,7,7,7,42.019,21.292,Isabel's daughter has a condition that requires daily medication.  Isabel's mother-in-law doesn't like her and wants custody of the daughter.  She devises a plan to have Isabel steal the medication in order to get custody.,28,1,5,,6,4,Mother in law Manipulation,MiL_Blame|MiL_Caused|MiL_Made|ML_Med_Tim|MiL-Wrong|MiL_Becaus|MiL_Bad
98.28.82.158,1,6.955,1,3,2,6,1,7,6,7,7,44.584,30.374,Isabelle broke into the doctor's office to get the medication that her daughter needs to live.  Her mother-in-law threw the medication in hopes that Isabelle would become desperate and break into the doctor's office. ,24,2,5,,5,6,Mother in law Manipulation,MiL_Becaus|MiL_Blame|MiL_Caused|MiL-Wrong|ML_Med_Tim|MiL_Made|MiL_Bad
108.249.49.29,1,20.634,1,3,2,6,7,5,6,7,7,38.628,34.85,Isabels mother in law wanted custody of isabels daughter so she threw away the meds and made isabel break into the doctors office to get them.,21,1,5,,4,8,Mother in law Manipulation,MiL_Becaus|MiL_Made|MiL_Caused|MiL-Wrong|MiL_Blame|MiL_Bad|ML_Med_Tim
67.197.168.159,1,9.15,1,3,3,5,5,5,5,7,7,53.977,30.333,Mother in law threw away medicine that the granddaughter needed.  The mother broke into a doctor's office to replace the medicine.,29,1,5,,6,5,Mother in law Manipulation,MiL_Bad|MiL_Caused|MiL_Becaus|MiL-Wrong|MiL_Blame|ML_Med_Tim|MiL_Made
97.74.205.88,1,38.852,1,3,7,1,2,1,3,7,7,45.627,23.329,Isabel's mother-in-law plotted to take her daughter by throwing her daughter's medication away and leaving Isabel in a bad spot without medication.,24,1,2,,5,4,Mother in law Manipulation,MiL_Becaus|MiL_Caused|ML_Med_Tim|MiL_Bad|MiL_Made|MiL_Blame|MiL-Wrong
98.226.126.224,1,2.642,1,3,1,4,7,7,7,7,7,41.936,22.326,Isabel's mother in law threw away her grandaughters life saving medicaton; Isabel broke into the doctors office to steal some so she wouldn't die.,36,2,5,,4,3,Mother in law Manipulation,MiL_Made|MiL_Caused|MiL-Wrong|MiL_Bad|ML_Med_Tim|MiL_Blame|MiL_Becaus
24.5.7.200,1,17.191,0,3,7,1,7,5,1,3,1,51.217,60.264,The kid needs the medicine to stay alive. Mother in law throws medince away by accident. Mother trys to get medicine replaced but cant because of the holiday. Mother breaks into doctors office for the medicine to keep her daughter alive.,45,1,5,,2,7,Mother in law No Manipulation,MiL_Made|MiL_Bad|MiL_Becaus|MiL-Wrong|MiL_Blame|ML_Med_Tim|MiL_Caused
24.130.202.73,1,3.202,0,3,1,6,7,6,5,7,1,34.639,24.934,Isabel's daughter needs a medicine to survive froma rare disease; she needs to take this medicine daily. Isabel's mother-in-law does not know this and throws away the medicine from the medicine cabinet. In a panic Isabel steals the drug from the doctor's office after learning that it had closed for a holiday.,29,1,3,,5,5,Mother in law No Manipulation,MiL_Bad|MiL_Made|MiL-Wrong|MiL_Becaus|ML_Med_Tim|MiL_Caused|MiL_Blame
76.109.90.159,1,1.515,0,3,2,2,5,5,3,5,3,21.281,18.126,Isabelle's daughter needs medicine to survive; but her mother in law through it away; so she had to go bust into a pharmacy when it was closed for the holidays. ,27,2,5,,5,8,Mother in law No Manipulation,MiL_Caused|MiL_Bad|MiL-Wrong|ML_Med_Tim|MiL_Blame|MiL_Becaus|MiL_Made
68.34.30.180,1,8.208,0,3,7,3,3,6,3,7,2,76.871,63.42,Isabels mother in law accidentaly threw her grandchilds medication in the trash. Isabel then broke into her doctors office to steal some medication.,27,1,5,,2,8,Mother in law No Manipulation,MiL_Caused|MiL_Bad|ML_Med_Tim|MiL-Wrong|MiL_Made|MiL_Blame|MiL_Becaus
174.100.49.234,1,3.868,0,3,5,1,5,6,3,7,5,67.922,33.43,Isabel broke into a doctors office to steal medication that keeps her daughter alive because her mother-in-law needs to learn how to respect people's personal property.,28,1,5,,3,5,Mother in law No Manipulation,MiL-Wrong|MiL_Caused|ML_Med_Tim|MiL_Made|MiL_Blame|MiL_Bad|MiL_Becaus
98.118.6.212,1,3.532,0,3,2,1,3,4,2,3,1,51.596,38.345,Mother in law thre away needed medicine by mistake,44,2,5,,5,6,Mother in law No Manipulation,ML_Med_Tim|MiL_Bad|MiL_Blame|MiL_Caused|MiL_Becaus|MiL_Made|MiL-Wrong
184.91.181.220,1,6.913,0,3,5,1,1,1,1,1,1,62.379,21.444,Isabel's mother did not inform the child's grandmother that she needed medication daily; so the grandmother threw it out.  Then; Isabel's mother broke into a doctor's office to get someone else's meds instead of taking Isabel to the ER.,44,2,1,,4,8,Mother in law No Manipulation,MiL_Bad|MiL_Made|ML_Med_Tim|MiL_Blame|MiL-Wrong|MiL_Caused|MiL_Becaus
66.38.99.48,1,4.068,0,3,7,2,5,2,1,2,1,24.393,26.19,A mother in law threw away crucial medication her grand daughter in law needed.  The mother of the daughter broke into a doctor's office to get the medicine so the daughter wouldn't die.,32,2,5,,4,6,Mother in law No Manipulation,MiL-Wrong|MiL_Caused|MiL_Becaus|MiL_Made|MiL_Bad|ML_Med_Tim|MiL_Blame
108.27.49.36,1,1.627,0,3,2,5,5,5,2,6,3,33.751,24.666,Isabel's mother-in-law threw out Isabel's daughter's medicine. Isabel feared for her daughter's life and broke into a doctors office to steal some out of desperation.,25,1,5,,4,6,Mother in law No Manipulation,MiL_Bad|MiL_Caused|MiL_Blame|MiL_Becaus|MiL_Made|ML_Med_Tim|MiL-Wrong
71.173.213.34,1,2.62,0,3,6,1,6,6,5,5,3,35.002,26.089,The mother-in-law threw away medicine; not knowing it was important. Upon discovering this; the mother went to the doctor to steal the necessary medicine.,,,6,25,4,9,Mother in law No Manipulation,MiL_Caused|MiL_Blame|ML_Med_Tim|MiL_Becaus|MiL_Bad|MiL-Wrong|MiL_Made
199.96.144.130,1,1.55,0,3,5,1,5,4,1,6,3,15.48,14.31,Isabel's mother-in-law accidentally threw out medication for Isabel's daughter. Because the daughter needs the medication to live and the doctor's office was closed; Isabel broke in and stole some.,26,2,5,,5,7,Mother in law No Manipulation,MiL_Blame|MiL-Wrong|MiL_Bad|MiL_Made|ML_Med_Tim|MiL_Caused|MiL_Becaus
71.75.207.94,1,2.168,0,3,6,1,6,6,3,6,1,78.228,20.014,A woman had to break into a doctor's office and steal medicine for her daughter because her mother in law accidentally threw it away,29,2,5,,2,7,Mother in law No Manipulation,MiL_Bad|MiL_Caused|MiL-Wrong|ML_Med_Tim|MiL_Blame|MiL_Becaus|MiL_Made
24.181.46.134,1,20.568,0,3,5,5,7,6,3,4,1,804.683,22.41,Isabel's daughter has a disease that is treated daily by medication. Isabel's grandmother throws away the medicine unknowingly which cause Isabel's mother to break into a pharmacy to get more medicine.,26,1,5,,2,6,Mother in law No Manipulation,ML_Med_Tim|MiL_Becaus|MiL_Made|MiL_Caused|MiL-Wrong|MiL_Blame|MiL_Bad
174.124.255.63,1,3.162,0,3,6,1,6,1,1,5,1,45.386,21.861,Isabel's daughter needs a medication to survive; her mother-in-law accidentally threw it away; and since the doctors office was closed Isabel had to break in and steal some medicine to save her daughter.,20,1,5,,1,8,Mother in law No Manipulation,MiL_Caused|MiL_Made|MiL_Blame|ML_Med_Tim|MiL-Wrong|MiL_Bad|MiL_Becaus
76.188.27.106,1,10.215,0,3,5,2,4,3,3,6,1,51.841,50.908,Isabel's daughter needs to take medication every day; but the medication was thrown away by Isabel's mother-in-law. Isabel broke into a doctor's office out of desperation to steal the medication.,28,1,5,,5,7,Mother in law No Manipulation,ML_Med_Tim|MiL_Blame|MiL_Becaus|MiL_Made|MiL_Caused|MiL_Bad|MiL-Wrong
24.210.207.240,1,5.023,0,3,7,1,1,1,1,7,1,8.451,25.534,Mother in law through out life saving medication. The mother of the daughter who needed it broke into an office and stole medication that another child needed. ,29,1,5,,4,5,Mother in law No Manipulation,MiL_Bad|MiL_Blame|MiL-Wrong|MiL_Caused|MiL_Made|MiL_Becaus|ML_Med_Tim
184.53.25.128,1,9.388,0,3,1,2,6,2,3,5,2,29.352,41.706,Isobel's sick daughter has no medicine left to due a mistake on her mother-in-law's part; so she breaks in to a doctor's office to get more.,31,1,5,,5,6,Mother in law No Manipulation,ML_Med_Tim|MiL-Wrong|MiL_Bad|MiL_Caused|MiL_Becaus|MiL_Blame|MiL_Made
64.39.150.151,1,34.85,0,3,4,2,6,2,2,2,2,25.097,22.109,Medicine was thrown away and Isabelle needs it to live; they broke in to the doctors office and stole the medicine.,27,1,5,,4,6,Mother in law No Manipulation,MiL_Made|ML_Med_Tim|MiL_Becaus|MiL_Bad|MiL_Caused|MiL_Blame|MiL-Wrong
205.235.218.10,1,4.224,0,3,5,3,5,5,3,5,2,28.117,32.711,Isabella had a daughter with a disease.  The medication keeps her alive.  Mother in law threw out medicine.  Isabella needed to steal from doctor .  ,36,1,5,,5,6,Mother in law No Manipulation,MiL-Wrong|MiL_Caused|ML_Med_Tim|MiL_Made|MiL_Bad|MiL_Becaus|MiL_Blame
72.2.152.222,1,5.678,0,3,3,2,6,6,4,6,3,22.271,33.077,Mother-In-Law threw away medicine required for child's survival.  Mother broke into pharmacy and took some.,61,1,5,,6,5,Mother in law No Manipulation,MiL_Bad|MiL_Becaus|MiL_Made|MiL_Blame|MiL-Wrong|MiL_Caused|ML_Med_Tim
174.251.64.211,1,8.322,0,3,2,6,6,5,1,1,1,40.036,33.266,A girl needs medicine to survive. Her grandmother threw out the medicine without knowing that her granddaugther need it. Isabel; the daughter's mother; broke into a doctor's office to get more medicine.,34,1,5,,5,6,Mother in law No Manipulation,MiL_Made|ML_Med_Tim|MiL_Blame|MiL_Bad|MiL_Becaus|MiL_Caused|MiL-Wrong
59.92.53.25,1,2.842,0,3,5,5,7,7,6,7,6,30.021,24.966,Isabel has a dreadful disease and cannot survive without medicines even for a single day and one day her grandmother unknowingly throws out her medicines causing isabel's mother to steal medicines from the doctor,39,2,3,,5,6,Mother in law No Manipulation,MiL-Wrong|MiL_Made|ML_Med_Tim|MiL_Caused|MiL_Becaus|MiL_Bad|MiL_Blame
173.169.240.128,1,2.613,0,3,5,1,7,2,1,7,6,18.545,17.753,Isabel's mother in law threw away medicine that Isabel's daughter needed to survive.,35,2,5,,5,4,Mother in law No Manipulation,MiL-Wrong|ML_Med_Tim|MiL_Bad|MiL_Blame|MiL_Becaus|MiL_Made|MiL_Caused
76.104.212.176,1,6.497,0,3,4,3,7,5,4,7,4,26.528,27.76,Isabel's daughter has an illness which requires medicine.  As a result of her mother in law throwing away her daughters medication; Isabel breaks into the doctors office out of desperation!,27,1,5,,5,4,Mother in law No Manipulation,MiL_Becaus|MiL-Wrong|MiL_Blame|MiL_Bad|MiL_Caused|MiL_Made|ML_Med_Tim
71.203.66.127,1,4.11,0,3,5,1,1,1,1,1,1,23.117,19.632,Isabel has a disease that requires her to take medicine daily in order to survive. Her grandmother threw out the medicine and Isabel's mother broke into the doctor's office to get more medicine.,25,2,5,,5,4,Mother in law No Manipulation,MiL-Wrong|MiL_Bad|MiL_Caused|MiL_Blame|MiL_Made|ML_Med_Tim|MiL_Becaus
216.114.101.11,1,5.45,0,3,7,1,7,7,2,6,3,31.656,28.054,Isabel's daughter has a life-threatening disease that she needs to take medicine every day for. Isabel's mother-in-law threw the medicine away; not knowing her granddaughter needed it to live; which then caused Isabel to break into a place and steal the medicine she needed.,26,1,5,,5,4,Mother in law No Manipulation,MiL_Blame|MiL_Made|MiL_Caused|ML_Med_Tim|MiL_Bad|MiL-Wrong|MiL_Becaus
71.11.101.155,1,5.619,1,4,7,1,5,5,1,7,7,158.054,23.444,Douglas; a fruit market analyst; wanted to make his stock predictions more accurate by making harvesters riot. This would in turn reduce supply making it easier to judge the market.  ,22,1,3,,5,6,Orange Riot manipulation,OR_Bad|OR_Med_Tim|OR_Because|OR_Blame|OR_Wrong|OR_Caused|OR_Made
72.130.131.249,1,3.768,1,4,5,5,7,7,6,7,7,42.52,32.528,Douglas predicited the price of oranges would rise so he caused a riot at the largest orange producing farm,52,2,5,,5,5,Orange Riot manipulation,OR_Blame|OR_Because|OR_Caused|OR_Wrong|OR_Bad|OR_Made|OR_Med_Tim
67.168.16.33,1,5.655,1,4,5,7,7,7,6,7,7,61.429,26.477,Douglas gained from the harvesters rioting because he predicts market prices for apples and oranges. By causing the orange harvesters to riot; helped with his pricing strategy.,35,2,3,,5,6,Orange Riot manipulation,OR_Med_Tim|OR_Caused|OR_Made|OR_Blame|OR_Because|OR_Bad|OR_Wrong
68.110.22.165,1,8.005,1,4,4,5,6,5,5,6,6,66.549,5.341,Douglas is a wealthy man that makes his living off of predicting prices of apples and oranges. One time when his predictions were not accurate; he decided to manipulate the situation by inciting a riot to create the low predictions he made.,23,1,5,,5,6,Orange Riot manipulation,OR_Because|OR_Bad|OR_Wrong|OR_Caused|OR_Made|OR_Blame|OR_Med_Tim
68.226.138.39,1,2.445,1,4,2,7,7,7,7,7,7,45.778,15.674,Douglas' job was not going well so he started a riot so his predicitions could be accurate therefore causing his job to go well. ,19,2,1,,2,8,Orange Riot manipulation,OR_Wrong|OR_Blame|OR_Caused|OR_Med_Tim|OR_Bad|OR_Because|OR_Made
24.228.36.85,1,5.013,1,4,7,6,7,6,7,7,7,59.618,15.877,Douglas's job is to predict the market for apples and oranges.  Doug went to an orange farm to try to get the harvesters to riot in order to influence the market in Doug's favor.  The harvesters rioted after Doug scared them into thinking they would lose their jobs; which pleased Douglas greatly.,39,2,5,,5,8,Orange Riot manipulation,OR_Made|OR_Med_Tim|OR_Blame|OR_Bad|OR_Because|OR_Wrong|OR_Caused
70.119.235.10,1,3.481,1,4,7,6,6,6,6,7,7,80.368,15.266,Douglas wants the harvesters to riot; so that it will decrease the orange suppy.  Doing this will make his predictions more accurate and prove benefital to his job.,30,1,5,,2,7,Orange Riot manipulation,OR_Because|OR_Made|OR_Blame|OR_Wrong|OR_Caused|OR_Med_Tim|OR_Bad
72.207.254.129,1,2.679,1,4,5,6,5,7,6,6,5,43.833,10.655,Douglas rallied the harvesters and got them to riot. Their riot caused some damage to the orange farm.,22,1,1,,5,4,Orange Riot manipulation,OR_Blame|OR_Caused|OR_Bad|OR_Wrong|OR_Med_Tim|OR_Made|OR_Because
173.31.99.239,1,5.712,1,4,5,6,6,5,4,6,7,73.423,21.228,Douglas makes money on predictions; and on one occassion when his prediction seems to be going by the wayside... he decides to manipulate the market by influencing the harvesters. ,27,1,3,,6,7,Orange Riot manipulation,OR_Because|OR_Blame|OR_Caused|OR_Wrong|OR_Bad|OR_Made|OR_Med_Tim
98.228.174.37,1,1.435,1,4,7,2,5,5,6,5,2,129.065,2.706,Doug caused a riot among harvesters because he wanted orange prices to go up.,24,1,5,,,3,Orange Riot manipulation,OR_Med_Tim|OR_Wrong|OR_Caused|OR_Made|OR_Blame|OR_Bad|OR_Because
108.192.15.51,1,70.566,1,4,5,7,7,7,7,7,7,38.204,22.959,THe guy made the harvesters riot to increase orange demand.,32,2,5,,2,7,Orange Riot manipulation,OR_Made|OR_Bad|OR_Wrong|OR_Med_Tim|OR_Because|OR_Caused|OR_Blame
24.60.131.122,1,5.079,1,4,1,7,7,7,7,7,7,170.327,17.29,Douglas benefited from predicting prices of produce. He lied to harvesters and they started a riot. ,28,1,5,,4,7,Orange Riot manipulation,OR_Wrong|OR_Because|OR_Med_Tim|OR_Made|OR_Bad|OR_Blame|OR_Caused
173.71.3.125,1,5.131,1,4,6,6,6,6,6,7,6,47.316,18.908,Douglas makes me money by predicting the prices of apples and oranges.  He engineers a plot to have the workers riot so he can make more money.,24,2,5,,4,4,Orange Riot manipulation,OR_Made|OR_Blame|OR_Wrong|OR_Bad|OR_Med_Tim|OR_Caused|OR_Because
4.231.135.60,1,8.24,1,4,2,5,6,7,6,7,6,117.148,20.727,Douglas wanted to infuence the market to make more money so he influences orange harversters to riot so he could guess the decrease,27,1,5,,4,5,Orange Riot manipulation,OR_Wrong|OR_Caused|OR_Bad|OR_Made|OR_Med_Tim|OR_Because|OR_Blame
108.195.104.53,1,7.944,1,4,7,6,7,7,7,7,7,65.012,25.009,"Douglas has a job where he can ""predict"" the price of certain fruits. He needed stock of oranges to reduce so that he could make his predictions happen and make money.",37,2,2,,2,5,Orange Riot manipulation,OR_Blame|OR_Caused|OR_Made|OR_Med_Tim|OR_Wrong|OR_Because|OR_Bad
108.11.172.97,1,1.439,1,4,1,7,7,7,7,7,7,39.095,11.875,Douglass was doing poorly in his line of work. He decided to make the orange harvesters riot to make it seem like he was a better predictor than he was. Half an orange field got burnt,19,1,5,,2,9,Orange Riot manipulation,OR_Made|OR_Bad|OR_Wrong|OR_Caused|OR_Because|OR_Blame|OR_Med_Tim
